Sample	Run	BioProject	LibraryStrategy	LibraryLayout	Model	Coverage	Breed
ERS4424880	ERR4133599	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	-	Pyrenees_breed
ERS4424931	ERR4133319	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	-	Savoie_breed
ERS4424933	ERR4133280	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	-	Savoie_breed
ERS4424978	ERR4133510	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	-	Bermeya_breed
ERS4424995	ERR4133325	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	-	Palmera_breed
ERS4425022	ERR4133497	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	-	Cashmere_breed
ERS4424729	ERR4133434	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	9.82 	Bari_breed
ERS4424775	ERR4133546	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	10.46 	Alpine_breed
ERS4424951	ERR4133423	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	10.46 	Ciociara Grigia _breed
ERS4424713	ERR4133636	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	10.71 	Creole_breed
ERS4424737	ERR4133426	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	10.76 	Kamori_breed
ERS4424750	ERR4133416	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	10.80 	Thari_breed
ERS4424751	ERR4133435	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	10.84 	Thari_breed
ERS4424829	ERR4133605	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	10.89 	Fosses_breed
ERS4424783	ERR4133577	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	10.91 	Alpine_breed
ERS4424715	ERR4133638	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	10.93 	Creole_breed
ERS4424764	ERR4133514	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	10.94 	Landrance_breed
ERS4424878	ERR4133632	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	10.94 	Pyrenees_breed
ERS4424830	ERR4133596	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	10.98 	Fosses_breed
ERS4424825	ERR4133587	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	10.98 	Fosses_breed
ERS4424962	ERR4133513	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	10.99 	Maltese_breed
ERS4424741	ERR4133411	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.05 	Pateri_breed
ERS4424759	ERR4133534	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.22 	Landrance_breed
ERS4424869	ERR4133585	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.24 	Provencale_breed
ERS4424742	ERR4133430	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.24 	Pateri_breed
ERS4424753	ERR4133410	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.38 	Thari_breed
ERS4425019	ERR4133473	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.47 	Cashmere_breed
ERS4424756	ERR4133464	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.55 	Landrance_breed
ERS4424722	ERR4133609	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.60 	Creole_breed
ERS4424862	ERR4133582	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.60 	Provencale_breed
ERS4424720	ERR4133607	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.61 	Creole_breed
ERS4425020	ERR4133489	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.62 	Cashmere_breed
ERS4424952	ERR4133443	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.67 	Ciociara Grigia _breed
ERS4424979	ERR4133477	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.69 	Bermeya_breed
ERS4424754	ERR4133420	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.70 	Thari_breed
ERS4425018	ERR4133476	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.72 	Cashmere_breed
ERS4424760	ERR4133460	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.76 	Landrance_breed
ERS4424757	ERR4133521	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.77 	Landrance_breed
ERS4424982	ERR4133511	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.80 	Bermeya_breed
ERS4424980	ERR4133474	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.86 	Bermeya_breed
ERS4424782	ERR4133575	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.88 	Alpine_breed
ERS4424765	ERR4133495	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.88 	Landrance_breed
ERS4424973	ERR4133484	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.90 	Landrance_breed
ERS4424821	ERR4133601	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.90 	Fosses_breed
ERS4424732	ERR4133413	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.93 	Kachan_breed
ERS4424977	ERR4133488	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	11.94 	Landrance_breed
ERS4424950	ERR4133457	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.03 	Ciociara Grigia _breed
ERS4424728	ERR4133415	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.06 	Bari_breed
ERS4424731	ERR4133409	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.12 	Kachan_breed
ERS4424879	ERR4133648	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.16 	Pyrenees_breed
ERS4424974	ERR4133508	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.27 	Landrance_breed
ERS4424961	ERR4133504	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.31 	Maltese_breed
ERS4424819	ERR4133590	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.35 	Fosses_breed
ERS4424758	ERR4133537	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.37 	Landrance_breed
ERS4424735	ERR4133432	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.41 	Kachan_breed
ERS4424769	ERR4133540	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.46 	Alpine_breed
ERS4424947	ERR4133440	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.46 	Alpine_breed
ERS4424736	ERR4133421	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.49 	Kamori_breed
ERS4424767	ERR4133566	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.56 	Alpine_breed
ERS4424822	ERR4133548	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.60 	Fosses_breed
ERS4424774	ERR4133583	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.61 	Alpine_breed
ERS4424944	ERR4133351	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.62 	Old Irish Goat_breed
ERS4424866	ERR4133579	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.62 	Provencale_breed
ERS4424702	ERR4133478	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.62 	Djallonke_breed
ERS4424870	ERR4133598	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.71 	Provencale_breed
ERS4424734	ERR4133425	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.72 	Kachan_breed
ERS4424832	ERR4133644	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.84 	Fosses_breed
ERS4424739	ERR4133419	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.89 	Kamori_breed
ERS4424781	ERR4133580	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.92 	Alpine_breed
ERS4425024	ERR4133486	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.96 	Cashmere_breed
ERS4424823	ERR4133647	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.97 	Fosses_breed
ERS4424868	ERR4133586	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.97 	Provencale_breed
ERS4424983	ERR4133498	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	12.98 	Bermeya_breed
ERS4424747	ERR4133408	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.04 	Teddy_breed
ERS4424744	ERR4133436	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.05 	Pateri_breed
ERS4424726	ERR4133424	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.08 	Bari_breed
ERS4424976	ERR4133472	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.09 	Landrance_breed
ERS4424948	ERR4133447	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.10 	Alpine_breed
ERS4425002	ERR4133535	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.19 	Alpine_breed
ERS4424755	ERR4133462	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.19 	Landrance_breed
ERS4424886	ERR4133630	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.22 	Pyrenees_breed
ERS4424727	ERR4133431	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.25 	Bari_breed
ERS4424826	ERR4133604	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.37 	Fosses_breed
ERS4424999	ERR4133465	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.40 	Blanca de Rasquera_breed
ERS4424738	ERR4133417	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.46 	Kamori_breed
ERS4424888	ERR4133633	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.50 	Pyrenees_breed
ERS4424887	ERR4133584	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.52 	Pyrenees_breed
ERS4424745	ERR4133433	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.53 	Teddy_breed
ERS4424864	ERR4133589	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.64 	Provencale_breed
ERS4425023	ERR4133483	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.71 	Cashmere_breed
ERS4424934	ERR4133268	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.78 	Savoie_breed
ERS4424958	ERR4133492	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.79 	Jonica_breed
ERS4424937	ERR4133322	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.85 	Savoie_breed
ERS4424743	ERR4133414	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.87 	Pateri_breed
ERS4424975	ERR4133475	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.94 	Landrance_breed
ERS4424953	ERR4133500	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	13.94 	Girgentana_breed
ERS4424746	ERR4133427	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	14.08 	Teddy_breed
ERS4424748	ERR4133412	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	14.18 	Teddy_breed
ERS4424877	ERR4133629	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	14.29 	Pyrenees_breed
ERS4424763	ERR4133487	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	14.32 	Landrance_breed
ERS4424859	ERR4133578	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	14.32 	Provencale_breed
ERS4424827	ERR4133547	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	14.40 	Fosses_breed
ERS4424818	ERR4133569	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	14.50 	Fosses_breed
ERS4424762	ERR4133522	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	14.59 	Landrance_breed
ERS4424719	ERR4133640	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	14.60 	Creole_breed
ERS4425000	ERR4133526	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	14.71 	Alpine_breed
ERS4425001	ERR4133529	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	14.72 	Alpine_breed
ERS4424725	ERR4133612	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	14.72 	Creole_breed
ERS4424963	ERR4133442	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	14.74 	Montecristo_breed
ERS4424761	ERR4133519	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	14.76 	Landrance_breed
ERS4424844	ERR4133318	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	14.77 	Lorraine_breed
ERS4424941	ERR4133353	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	14.98 	Old Irish Goat_breed
ERS4424964	ERR4133337	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	14.99 	Montecristo_breed
ERS4424955	ERR4133494	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	15.00 	Girgentana_breed
ERS4424820	ERR4133631	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	15.14 	Fosses_breed
ERS4424776	ERR4133538	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	15.24 	Alpine_breed
ERS4424965	ERR4133303	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	15.42 	Montecristo_breed
ERS4424981	ERR4133502	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	15.45 	Bermeya_breed
ERS4424723	ERR4133611	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	15.63 	Creole_breed
ERS4424966	ERR4133327	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	15.64 	Montecristo_breed
ERS4424773	ERR4133562	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	15.75 	Alpine_breed
ERS4424872	ERR4133333	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	15.80 	Provencale_breed
ERS4424845	ERR4133276	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	15.84 	Lorraine_breed
ERS4424848	ERR4133269	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	15.88 	Poitevine_breed
ERS4424957	ERR4133507	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	15.92 	Jonica_breed
ERS4424939	ERR4133320	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	15.93 	Savoie_breed
ERS4424942	ERR4133359	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	15.93 	Old Irish Goat_breed
ERS4424785	ERR4133310	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	16.01 	Alpine_breed
ERS4424867	ERR4133573	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	16.01 	Provencale_breed
ERS4424838	ERR4133298	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	16.21 	Lorraine_breed
ERS4424943	ERR4133360	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	16.22 	Old Irish Goat_breed
ERS4424967	ERR4133355	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	16.23 	Montecristo_breed
ERS4424927	ERR4133263	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	16.39 	Savoie_breed
ERS4424945	ERR4133361	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	16.41 	Old Irish Goat_breed
ERS4424721	ERR4133608	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	16.44 	Creole_breed
ERS4424788	ERR4133357	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	16.50 	Alpine_breed
ERS4424940	ERR4133272	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	16.62 	Savoie_breed
ERS4424856	ERR4133316	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	16.65 	Poitevine_breed
ERS4424710	ERR4133358	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	16.67 	Tunisian_breed
ERS4424928	ERR4133265	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	16.72 	Savoie_breed
ERS4424790	ERR4133338	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	16.83 	Alpine_breed
ERS4424938	ERR4133324	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	16.85 	Savoie_breed
ERS4424858	ERR4133332	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	17.04 	Poitevine_breed
ERS4424789	ERR4133314	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	17.06 	Alpine_breed
ERS4424846	ERR4133279	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	17.31 	Lorraine_breed
ERS4425003	ERR4133532	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	17.34 	Alpine_breed
ERS4424861	ERR4133576	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	17.37 	Provencale_breed
ERS4424787	ERR4133336	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	17.38 	Alpine_breed
ERS4424836	ERR4133308	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	17.58 	Lorraine_breed
ERS4424792	ERR4133313	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	17.72 	Alpine_breed
ERS4424930	ERR4133323	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	17.80 	Savoie_breed
ERS4424771	ERR4133556	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	17.91 	Alpine_breed
ERS4424768	ERR4133559	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	17.96 	Alpine_breed
ERS4424851	ERR4133334	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	17.99 	Poitevine_breed
ERS4424730	ERR4133428	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	18.08 	Bari_breed
ERS4424885	ERR4133627	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	18.11 	Pyrenees_breed
ERS4424784	ERR4133311	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	18.16 	Alpine_breed
ERS4424709	ERR4133330	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	18.17 	Tunisian_breed
ERS4424740	ERR4133367	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	18.24 	Kamori_breed
ERS4424708	ERR4133356	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	18.30 	Tunisian_breed
ERS4424840	ERR4133274	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	18.44 	Lorraine_breed
ERS4424892	ERR4133292	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	18.44 	Rove_breed
ERS4424873	ERR4133283	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	18.45 	Provencale_breed
ERS4424871	ERR4133286	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	18.53 	Provencale_breed
ERS4424855	ERR4133278	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	18.69 	Poitevine_breed
ERS4424936	ERR4133266	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	18.76 	Savoie_breed
ERS4424899	ERR4133273	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	18.87 	Rove_breed
ERS4424932	ERR4133271	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	19.02 	Savoie_breed
ERS4424890	ERR4133300	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	19.17 	Rove_breed
ERS4424935	ERR4133264	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	19.26 	Savoie_breed
ERS4424835	ERR4133285	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	19.35 	Lorraine_breed
ERS4424712	ERR4133635	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	19.41 	Creole_breed
ERS4424842	ERR4133281	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	19.54 	Lorraine_breed
ERS4424889	ERR4133299	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	19.56 	Rove_breed
ERS4424893	ERR4133288	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	19.60 	Rove_breed
ERS4424929	ERR4133321	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	19.60 	Savoie_breed
ERS4424852	ERR4133315	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	19.74 	Poitevine_breed
ERS4424956	ERR4133329	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	19.89 	Girgentana_breed
ERS4424891	ERR4133287	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	19.95 	Rove_breed
ERS4424707	ERR4133326	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	20.08 	Tunisian_breed
ERS4424853	ERR4133284	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	20.28 	Poitevine_breed
ERS4424898	ERR4133289	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	20.35 	Rove_breed
ERS4424896	ERR4133291	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	20.39 	Rove_breed
ERS4424849	ERR4133277	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	20.41 	Poitevine_breed
ERS4424786	ERR4133304	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	20.55 	Alpine_breed
ERS4424791	ERR4133309	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	20.68 	Alpine_breed
ERS4424895	ERR4133295	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	20.70 	Rove_breed
ERS4424793	ERR4133301	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	20.78 	Alpine_breed
ERS4424833	ERR4133305	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	20.80 	Fosses_breed
ERS4424926	ERR4133267	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	21.43 	Savoie_breed
ERS4424843	ERR4133317	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	21.55 	Lorraine_breed
ERS4424850	ERR4133282	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	21.75 	Poitevine_breed
ERS4424894	ERR4133307	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	21.80 	Rove_breed
ERS4424706	ERR4133328	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	23.40 	Tunisian_breed
ERS4424897	ERR4133297	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	23.57 	Rove_breed
ERS4424874	ERR4133620	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	24.48 	Pyrenees_breed
ERS4424796	ERR4133349	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	31.04 	Alpine_breed
ERS4424795	ERR4133348	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	32.75 	Alpine_breed
ERS4424794	ERR4133347	PRJEB37122	WGS	PAIRED	Illumina HiSeq 4000	33.73 	Alpine_breed
