Sample	Run	BioProject	LibraryStrategy	LibraryLayout	Model	Coverage	Breed
SRS6910415	SRR12095769	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	16.63 	Yakut
SRS6910414	SRR12095770	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	17.08 	Yakut
SRS6910413	SRR12095771	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	14.73 	Yakut
SRS6910412	SRR12095772	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	14.69 	Yakut
SRS6910411	SRR12095773	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	16.57 	Yakut
SRS6910410	SRR12095774	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	15.02 	Yakut
SRS6910409	SRR12095775	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	16.87 	Yakut
SRS6910408	SRR12095776	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	15.02 	Kholmogory
SRS6910407	SRR12095777	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	16.75 	Yakut
SRS6910406	SRR12095778	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	16.75 	Yakut
SRS6910405	SRR12095779	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	14.12 	Yakut
SRS6910404	SRR12095780	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	17.34 	Yakut
SRS6910403	SRR12095781	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	19.05 	Yakut
SRS6910402	SRR12095782	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	17.27 	Yakut
SRS6910401	SRR12095783	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	17.02 	Yakut
SRS6910400	SRR12095784	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	17.07 	Yakut
SRS6910399	SRR12095785	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	15.17 	Yakut
SRS6910398	SRR12095786	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	16.06 	Yakut
SRS6910397	SRR12095787	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	13.59 	Kholmogory
SRS6910396	SRR12095788	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	13.98 	Kholmogory
SRS6910395	SRR12095789	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	15.50 	Kholmogory
SRS6910394	SRR12095790	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	15.53 	Kholmogory
SRS6910393	SRR12095791	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	18.36 	Kholmogory
SRS6910392	SRR12095792	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	14.63 	Kholmogory
SRS6910391	SRR12095793	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	13.62 	Kholmogory
SRS6910390	SRR12095794	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	13.39 	Kholmogory
SRS6910389	SRR12095795	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	15.35 	Kholmogory
SRS6910388	SRR12095796	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	13.66 	Kholmogory
SRS6910387	SRR12095797	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	15.95 	Kholmogory
SRS6910386	SRR12095798	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	18.01 	Kholmogory
SRS6910385	SRR12095799	PRJNA642008	WGS	PAIRED	Illumina HiSeq 2500	14.11 	Kholmogory
